user_id,interests_text,math_grade,science_grade,language_grade
u_0440,governance-and-society materials type platforms sales software mechanical processing systems networks,75,81,74
u_0441,performance personal-development testing media neural sustainability,80,75,51
u_0442,health linear grammar teaching environmental-science-and-sustainability computer design planning computer-security-and-networks,63,73,60
u_0443,data market social music difference management networks regression,82,93,89
u_0444,health probability biology social evaluation finance operations resource digital machine,72,92,76
u_0445,type probability arts-and-humanities marketing processing computer-security-and-networks internet,70,67,71
u_0446,virtual economy statistics networks operations finance mine communication management change,70,77,76
u_0447,cloud health presentation model training environmental-science-and-sustainability science analysis,75,80,89
u_0448,platforms teaching modeling problem excel,86,57,44
u_0449,relative life-sciences experience interfaces security syntax,86,58,72
u_0450,python innovation theory statistical education,60,53,81
u_0451,solving human medical behavior software-development strategy flow linear,84,68,43
u_0452,(computer probability arts-and-humanities music google,68,79,57
u_0453,change computer-security-and-networks i-deas function public-health personal javascript science systems security,77,74,81
u_0454,education solving market platform average,76,63,89
u_0455,google networks innovation education totient evaluation decision machine,73,74,63
u_0456,image chemistry corporate medicine media child,69,64,72
u_0457,graphics biology financial training medicine,95,58,55
u_0458,psychology i-deas language-learning public decision marketing entrepreneurship performance interfaces,92,72,66
u_0459,entrepreneurship video html brand life-sciences,87,67,96
u_0460,programming resource chain health architecture test global control natural,83,69,100
u_0461,network deep life-sciences data platform strategy programming user systems language,67,83,78
u_0462,processing basic-science general computer-security-and-networks classification,90,93,75
u_0463,value problem virtual mobile-and-web-development machine html learning-english personal algorithms,65,80,66
u_0464,machine java writing mathematical financial algorithms learning-english,99,76,70
u_0465,language-learning platform materials probability environmental-science-and-sustainability medical software,77,58,63
u_0466,platforms information average entrepreneurship development euler's security,89,67,62
u_0467,history difference (computer medicine development java type electronics,81,89,83
u_0468,electronics network modeling programming policy education virtual analysis system video,86,65,57
u_0469,database training corporate ordered arts-and-humanities plan social-sciences,93,71,71
u_0470,personal-development syntax modeling leadership application networks (economics) product software user,90,81,80
u_0471,cost computer-security-and-networks cloud video difference mathematical resource development test arts-and-humanities,100,67,86
u_0472,social pair python patient international memory history,75,78,93
u_0473,electronics mathematical management design programming euler's,81,81,87
u_0474,deep control interfaces function computing,70,64,62
u_0475,image classification electronics operations global,51,99,61
u_0476,testing totient value corporate chain (economics),72,71,78
u_0477,patient plan modeling disease international,84,85,68
u_0478,computing model training design mobile-and-web-development,72,78,72
u_0479,microsoft media java economics security,94,80,83
u_0480,difference analysis theory regression business-essentials linear biology electronics case,82,89,77
u_0481,strategic theory presentation performance energy syntax,59,79,67
u_0482,euler's function business thought project statistics mechanical-engineering accounting materials,68,82,89
u_0483,analysis application management graphics thinking time average internet python financial,75,78,95
u_0484,english global physics engineering software-development classification business-strategy finance design,77,100,81
u_0485,database public-health virtual plan governance-and-society i-deas,53,84,79
u_0486,design-and-product communication basic-science human html,90,83,73
u_0487,cloud presentation test engineering information hypothesis health english,60,72,64
u_0488,ordered innovation language-learning virtual time economics chain,68,82,95
u_0489,(economics) statistics cloud regression human philosophy process algorithms,79,60,80
u_0490,arts-and-humanities culture microsoft innovation thought,89,67,73
u_0491,learning-english sales research culture internet,75,65,82
u_0492,user modeling finance social javascript biology mine platforms,73,80,64
u_0493,language systems economics data-analysis finance classification totient sales processing,69,83,70
u_0494,computer behavior statistical ordered network leadership optimization culture visualization,95,70,77
u_0495,sustainability totient communication strategic python education market programming engineering analytics,86,57,53
u_0496,energy mobile-and-web-development plan javascript service decision,56,90,68
u_0497,philosophy platform ordered cloud learning,100,68,77
u_0498,energy decision science social-sciences finance,93,99,99
u_0499,market language strategic computer machine-learning patient interface,89,87,82
u_0500,processing video leadership supply environmental-science-and-sustainability networks network game change risk,84,68,65
u_0501,business-strategy investment function computer-science personal electrical-engineering euler's,74,72,69
u_0502,public video public-health sustainability relative engineering security business-strategy interfaces education,83,86,76
u_0503,regression medical product totient service natural data supply,92,61,72
u_0504,sales relative natural grammar accounting linear disease testing architecture (economics),66,52,74
u_0505,project chain brand analytics leadership business-strategy,73,93,82
u_0506,deep flow sales philosophy statistics,62,97,89
u_0507,planning totient graphics entrepreneurship personal-development mechanical,81,72,63
u_0508,development analytics cost architecture game network computing english presentation chain,70,88,97
u_0509,platforms sales presentation leadership mine virtual game test linear software-development,93,69,61
u_0510,psychology performance mechanical-engineering java network physics data-science finance development,76,53,78
u_0511,tensorflow analytics learning product relative management,73,69,55
u_0512,personal regression health teaching speech computing testing,81,68,60
u_0513,learning data-analysis platform mine software-development,40,74,96
u_0514,product control life-sciences plan mine,94,69,67
u_0515,processing platform planning neural biology testing human social syntax information,80,63,78
u_0516,grammar probability chain network policy cloud-computing excel personal sales model,84,89,73
u_0517,platform network thinking internet syntax child public social-sciences computing average,72,64,65
u_0518,virtual patient language-learning test computer-science,72,79,85
u_0519,tensorflow chain (computer analytics html linear,65,92,71
u_0520,video software-development music-and-art cryptography cloud,74,66,45
u_0521,accounting chain arts-and-humanities materials security policy,85,83,71
u_0522,html average application investment analysis user research totient excel strategy,75,81,56
u_0523,pair process corporate management computer interfaces music,68,84,59
u_0524,global arts-and-humanities public-health performance thinking google natural planning relative cost,78,58,80
u_0525,javascript model system culture life-sciences computer-science public learning chain ordered,74,55,88
u_0526,life-sciences teaching machine-learning thinking system,66,65,77
u_0527,cloud sustainability finance neural brand personal databases mine leadership interface,88,62,75
u_0528,arts-and-humanities medicine information social marketing planning music-and-art financial psychology thought,80,83,77
u_0529,image corporate average mechanical-engineering user hypothesis media statistical english communication,70,65,76
u_0530,language-learning patient sustainability physics algorithms,62,40,80
u_0531,resource management networks security public,85,46,62
u_0532,computer-security-and-networks chemistry relative regression communication project financial machine-learning html business-essentials,82,99,75
u_0533,artificial history internet processing deep,66,72,91
u_0534,hypothesis user finance medical natural architecture risk theory,67,65,69
u_0535,theory risk investment design user music microsoft model,63,76,94
u_0536,linear engineering function solving platforms type communication,78,71,71
u_0537,measurement accounting mechanical-engineering public-health economy,56,85,74
u_0538,experience image engineering architecture database global learning-english javascript artificial,72,100,78
u_0539,english artificial statistical writing processing classification computer-science disease patient,65,69,88
u_0540,patient behavior electrical-engineering data-analysis modeling economy investment network arts-and-humanities,76,57,86
u_0541,leadership-and-management social-sciences language problem writing environmental-science-and-sustainability,66,97,87
u_0542,regression computer-security-and-networks data-analysis brand ordered chain average strategy,69,90,75
u_0543,architecture visualization processing image economics,85,80,64
u_0544,database governance-and-society programming virtual case platform global,67,87,70
u_0545,value function data-analysis test platform,70,63,80
u_0546,planning process linear general learning-english accounting public-health user interfaces,99,62,75
u_0547,grammar patient medicine artificial data-science network evaluation optimization software-development electrical-engineering,91,74,80
u_0548,environmental-science-and-sustainability excel mobile-and-web-development data-science processing music-and-art child english computer,62,80,72
u_0549,artificial personal-development plan learning neural biology java business-strategy physics platforms,86,89,100
u_0550,planning experience human statistical cryptography science testing personal-development average value,81,78,77
u_0551,decision security psychology science change thought electronics grammar training,70,79,71
u_0552,development stock social software java policy basic-science,77,90,62
u_0553,human product test leadership network leadership-and-management regression development,88,90,73
u_0554,computer-science difference computer resource mine energy,49,67,90
u_0555,theory strategic basic-science processing materials market environmental-science-and-sustainability,74,63,68
u_0556,entrepreneurship plan physics brand investment,85,81,72
u_0557,artificial platform image google accounting system,70,70,63
u_0558,i-deas child finance media leadership interfaces computer,94,71,89
u_0559,patient change analytics decision model behavior,93,86,69
u_0560,personal-development probability thought stock learning environmental-science-and-sustainability,79,74,64
u_0561,artificial health decision network chemistry,78,60,89
u_0562,model digital medicine internet classification,69,77,78
u_0563,medical evaluation problem thinking google governance-and-society digital systems microsoft biology,71,82,69
u_0564,database case processing philosophy python business mathematical hypothesis plan cloud-computing,85,58,76
u_0565,brand medicine media statistical javascript process databases software neural evaluation,98,62,66
u_0566,economics evaluation ordered operations classification probability statistical psychology function training,81,77,79
u_0567,development chemistry optimization hypothesis chain environmental-science-and-sustainability,80,82,88
u_0568,corporate project operations video public ordered,79,72,83
u_0569,optimization architecture time data-science philosophy policy patient psychology,97,73,63
u_0570,memory classification analytics javascript mechanical html artificial,88,73,48
u_0571,sales basic-science statistical machine-learning graphics visualization information-technology public communication deep,85,68,73
u_0572,electronics ordered memory cloud-computing information-technology environmental-science-and-sustainability,78,77,83
u_0573,operations security analytics game model cryptography internet,69,81,71
u_0574,music-and-art plan ordered philosophy public strategic modeling deep,83,82,63
u_0575,materials philosophy design-and-product electrical-engineering life-sciences,88,68,84
u_0576,leadership-and-management disease modeling environmental-science-and-sustainability supply flow statistical public-health,79,97,72
u_0577,function education regression teaching thought,70,74,71
u_0578,governance-and-society software-development innovation speech information-technology writing grammar application service,84,55,62
u_0579,innovation materials development business culture evaluation,62,86,95
u_0580,machine-learning cost social physics security health,73,72,75
u_0581,information materials networks optimization relative interfaces business data-science mechanical,88,63,77
u_0582,syntax plan programming testing economy flow,86,81,77
u_0583,data behavior business computer-security-and-networks syntax totient,87,42,83
u_0584,excel accounting java health python interfaces,67,53,81
u_0585,platform internet arts-and-humanities software design statistical business-essentials difference average,91,73,86
u_0586,brand product neural information javascript human teaching physics sales,94,90,94
u_0587,arts-and-humanities optimization data experience model average,83,75,55
u_0588,change syntax learning platform basic-science machine-learning,72,64,100
u_0589,control classification probability data-science thinking,72,76,81
u_0590,pair mechanical case computer brand hypothesis process operations learning child,75,95,67
u_0591,value science supply market sustainability,77,66,59
u_0592,artificial virtual algorithms financial excel javascript service,67,74,69
u_0593,biology global hypothesis planning database,66,58,74
u_0594,case medicine virtual education global python mathematical,56,84,75
u_0595,electrical-engineering modeling media history process video energy medicine regression user,57,71,65
u_0596,regression sales mine thought public system language sustainability video,78,91,52
u_0597,child databases music-and-art english management programming,76,73,83
u_0598,security physical-science-and-engineering patient measurement performance function finance mathematical cloud memory,77,65,71
u_0599,planning pair medical statistics difference public user strategic computer network,65,87,75
